"id","ЄДРПОУ","Назва","Адреса","Область","Дата","Пользователь","Внесено","Всі лікарі, які можуть бути задіяні з COVID-19 (усі спеціальності)","Лікарі, які вже працюють з пацієнтами з COVID-19","Лікарів у денній зміні","Лікарів у нічній зміні","Всі медсестри","Медсестри, які вже працюють з пацієнтами з COVID-19","Медсестер у денній зміні","Медсестер у нічній зміні","Всього молодшого медичного персоналу","Молодшого медперсоналу, який вже працюють з пацієнтами з COVID-19","Молодшого медперсоналу у денній зміні","Молодшого медперсоналу у нічній зміні","Іншого персоналу та волонтерів, які задіяні у боротьбі з COVID-19","50-60","60-70","70-80","80+","Загалом, ліжок виділено для госпіталізації хворих з COVID-19","Інфекційних","Зайнято інфекційних","Реанімаційні / Інтенсивної терапії","Зайнято реанімаційні / інтенсивної терапії","Зайнято загалом хворими з COVID-19","Для пере-профілювання","Справних ШВЛ високого класу","Пацієнтів підключених до ШВЛ вис. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ сер. класу, хворих на COVID-19","Пацієнтів підключених до ШВЛ дитячих, хворих на COVID-19","ШВЛ високого класу підключено до пацієнтів","Справних ШВЛ середнього класу","ШВЛ середнього класу підключено до пацієнтів","Справних ШВЛ дитячих (0-6 років)","Пацієнтів підключених до ШВЛ дитячих","Справних портативних (транспортних) ШВЛ","Несправних ШВЛ (усіх видів)","Моніторів пацієнта поліфункціональних","Екстракорпоральних оксигенаторів (ЕКМО)","Екстракорпоральних оксигенаторів (ЕКМО) у використанні ( підключено до пацієнтів)","Апарат  «Штучна нирка» - є чи немає","Кількість кисневих концентраторів","Газоаналізатор крові - є чи немає","Халати ізоляційні одноразові залишок","Халати ізоляційні одноразові використано за добу","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) залишок","Респіратори класу захисту не менше FFP2 (FFP2, FFP3, N-95) витрати на добу","Костюми біозахисту одноразові залишок","Костюми біозахисту одноразові залишок витрати на добу","Маски медичні (хірургічні) одноразові залишок","Маски медичні (хірургічні) одноразові  витрати на добу","Маски медичні багаторазові залишок","Маски медичні багаторазові витрати на добу","Захист очей  (захисні щитки та окуляри) одноразові залишок","Захист очей  (захисні щитки та окуляри) одноразові витрати на добу","Захист очей  (захисні щитки та окуляри) багаторазові залишок","Захист очей  (захисні щитки та окуляри) багаторазові витрати на добу","Рукавички нітрилові нетальковані (нестерильні) залишок","Рукавички нітрилові нетальковані оглядові (нестерильні) витрати на добу","Спиртовмісний антисептик залишок","Спиртовмісний антисептик витрати на добу","швидких тестів залишок","швидких тестів використано за добу","ПЦР залишок","ПЦР використано","Кількість тампонів та стерильних пробірок з транспортним середовищем залишок","Кількість тампонів та стерильних пробірок з транспортним середовищем використано за добу","З них анестезіологів","З них інфекціоністів","Кількість кисневих генераторів до ШВЛ","Рентген апарат","Наявність системи централізованого постачання кисню","1. Загальна кількість ліжок в закладі (ліжковий фонд)","1.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","1.1.1. з них реанімаційних/інтенсивної терапії","2. Ліжок виділено для госпіталізації хворих на COVID-19 загалом","2.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","2.1.1. з них реанімаційних/ інтенсивної терапії","2.2. з них дитячих","2.3. з них пологових","3. Ліжок для перепрофілювання загалом","3.1. з них з підведеним киснем (сумарно з концентраторами та централізованим постачанням)","3.1.1. з них реанімаційних/ інтенсивної терапії","1. Пацієнтів, хорих на COVID-19, загалом","1.1. з них, які займають ліжка без кисню (з переліку виділених для госпіталізації хворих на COVID-19)","1.2. з них, які займають дитячі ліжка","1.3. з них, які займають пологові ліжка","1.4. з них, які займають ліжка з підведеним киснем","1.4.1. з них, які займають ліжка реанімаційні/інтенсивної терапії ","2. Пацієнтів загалом з підозрою на COVID-19","2.1. з них, які займають дитячі ліжка","2.2. з них, які займають пологові ліжка","2.3. з них, які займають ліжка з підведеним киснем","3. Пацієнтів, хворих на COVID-19, що підключено до ШВЛ","4.  Пацієнтів, хорих на COVID-19, що підключено до ЕКМО","5. Пацієнтів з підозрою на COVID-19, що підключено до ШВЛ","6. Пацієнтів з підозрою на COVID-19, що підключено до ЕКМО","7. Кількість госпіталізованих з підтвердженим COVID-19 та з підозрою (за добу)","8. Кількість ліжок, що звільнилась за добу (виписані у випадку одужання, померлі, переведені до іншого (нековідного) відділення всередині лік"
"453748","01999307","Кобеляцька центральна районна лікарня","м.Кобеляки, вул. Шевченка, 78/109","Полтавська","27.12.2020 0:00:00","428","27.12.2020 12:29:53","37","2","2","2","138","4","4","3","74","6","6","2","0","21","27","3","0","0","0","6","0","1","7","0","1","0","1","0","0","6","1","1","0","1","1","17","0","0","0","4","1","70","0","1679","200","5000","0","11700","200","75","0","10","0","380","0","16000","0","161","3","1001","0","0","0","490","0","4","1","0","1","1","175","39","6","87","31","5","5","0","53","10","3","7","4","0","0","7","1","5","","","3","1","","0","","2","0"
"453649","01999388","Комунальна Лубенська центральна міська лікарня","вул. П'ятикопа, буд.26","Полтавська","27.12.2020 0:00:00","429","27.12.2020 11:15:59","115","28","23","5","291","83","66","17","127","49","38","11","0","25","6","2","0","0","0","19","0","1","35","0","1","1","1","0","1","6","1","2","0","4","0","6","0","0","0","35","0","1215","60","7200","80","2933","30","62200","600","900","0","198","8","41","0","16600","400","167","1","546","10","0","0","536","4","6","5","0","1","1","365","133","8","134","133","8","5","6","134","133","8","35","3","0","0","15","1","36","","","16","1","","1","","6","0"
"453377","05385571","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ МЕДИЧНЕ ПІДПРИЄМСТВО КРЕМЕНЧУЦЬКА МІСЬКА ДИТЯЧА ЛІКАРНЯ","вул.Павлова, буд.16","Полтавська","27.12.2020 0:00:00","430","27.12.2020 9:33:11","51","4","4","1","162","8","6","4","104","6","4","2","0","111","43","10","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","6","0","4","0","11","0","0","0","27","0","7640","30","6790","0","4174","0","84760","100","3000","0","819","0","27","0","32975","300","489","3","0","0","0","0","902","0","5","2","0","1","1","235","112","6","80","72","6","80","0","40","40","0","5","1","5","0","0","0","1","","","0","0","","0","","1","0"
"453668","41318879","Комунальне некомерційне медичне підприємство Лікарня інтенсивного лікування Кременчуцька","вул. Павлова, буд.2","Полтавська","27.12.2020 0:00:00","431","27.12.2020 11:27:26","15","6","4","2","22","11","7","4","23","9","6","3","1","3","0","0","0","0","0","39","0","2","39","0","9","1","0","0","1","21","0","0","0","4","3","9","0","0","1","36","1","2140","20","14980","20","5300","10","58000","300","200","0","0","0","850","0","3200","100","98","1","357","0","0","0","568","15","7","6","0","1","1","295","121","26","143","121","19","0","0","73","25","0","39","12","0","0","30","2","12","","","9","1","","0","","6","0"
"453183","01999359","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛОХВИЦЬКА РАЙОННА ЛІКАРНЯ ЛОХВИЦЬКОЇ РАЙОННОЇ РАДИ","м.Лохвиця, вул. Незалежності, буд. 4","Полтавська","27.12.2020 0:00:00","432","27.12.2020 8:27:20","48","0","0","0","152","0","0","0","81","0","0","0","0","65","22","6","1","0","0","25","0","0","25","0","1","0","0","0","0","9","0","1","0","0","0","11","0","0","0","12","1","760","0","3597","0","4175","0","15000","0","33","0","55","0","424","0","66340","0","135","0","101","10","0","0","472","1","3","1","0","1","1","177","112","6","112","112","6","0","2","65","65","0","25","11","0","0","11","0","11","","","11","0","","0","","4","0"
"453465","01999402","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МИРГОРОДСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ МИРГОРОДСЬКОЇ РАЙОННОЇ РАДИ","с.Попівка, вул. Центральна, буд. 83","Полтавська","27.12.2020 0:00:00","433","27.12.2020 10:04:21","21","4","2","2","60","14","7","7","38","10","5","5","2","139","54","7","0","0","0","31","0","5","31","0","0","0","1","0","0","12","1","2","0","2","0","10","0","0","0","34","0","786","67","437","0","459","0","19000","0","670","0","0","0","950","0","9072","54","450","0","50","0","0","0","1188","0","5","1","0","1","1","370","48","10","101","48","10","0","2","0","0","0","31","43","0","0","16","5","43","","","32","0","","1","","2","0"
"453656","01999483","Комунальне некомерційне підприємство ""Решетилівська центральна районна лікарня Решетилівської районної ради Полтавської області""","38400                                                               Полтавська область,                                       м.Решетилівка,                                                вул. Грушевського, 76","Полтавська","27.12.2020 0:00:00","434","27.12.2020 11:18:54","6","12","4","1","14","8","5","3","0","5","3","2","0","27","6","2","0","0","0","11","0","0","11","0","0","0","0","0","0","5","0","0","0","0","0","14","0","0","0","5","0","640","10","6175","15","2570","15","15450","300","0","0","0","0","313","0","7500","200","159","4","292","4","0","0","200","0","0","0","0","1","1","97","39","5","48","39","5","0","0","28","17","0","11","7","0","0","2","0","7","","","1","0","","0","","2","0"
"453132","01999661","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ІНФЕКЦІЙНА ЛІКАРНЯ ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ","просп. Першотравневий, буд. 22","Полтавська","27.12.2020 0:00:00","435","27.12.2020 8:13:14","22","16","16","2","59","32","32","12","43","22","22","10","34","34","17","2","0","0","0","57","0","6","57","0","1","1","7","0","1","17","7","0","0","4","4","30","0","0","0","19","0","6875","10","27536","60","4731","50","102040","400","0","0","440","0","3920","37","58530","510","580","3","1097","5","0","0","6727","15","4","11","5","1","1","152","83","21","152","83","21","4","0","0","0","0","57","4","0","0","57","6","4","","","4","6","","2","","1","0"
"453492","37624798","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ДУБЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ДУБЕНСЬКОЇ РАЙОННОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ","вул. Львівська, буд. 73","Рівненська","27.12.2020 0:00:00","436","27.12.2020 10:13:43","52","3","3","3","138","3","3","3","64","3","3","3","18","101","36","0","0","0","0","44","0","4","44","0","5","0","0","0","0","2","0","0","0","2","0","20","0","0","0","20","1","7136","24","5615","21","4302","24","23682","232","672","2","630","6","9","0","12599","228","63","11","4","0","0","0","23","3","8","1","0","1","1","252","73","6","180","73","6","0","0","0","0","0","44","5","0","0","25","4","5","","","3","0","","0","","1","1"
"453655","01999842","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО РОКИТНІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОКИТНІВСЬКОЇ РАЙОННОЇ РАДИ, РІВНЕНСЬКОЇ ОБЛАСТІ","смт Рокитне, вул. Руслана Дубовця, буд.24","Рівненська","27.12.2020 0:00:00","437","27.12.2020 11:18:40","48","24","22","2","154","86","70","16","91","67","51","16","12","195","136","10","0","0","0","6","0","2","24","0","0","0","0","0","0","9","0","1","0","1","1","16","0","0","0","34","0","2960","40","4760","20","2440","20","86200","200","430","0","820","5","210","0","11700","200","280","3","0","0","0","0","397","0","5","3","1","1","1","231","74","6","125","70","6","7","0","0","0","0","24","0","1","0","10","2","9","","","0","0","","0","","1","0"
"453270","02000085","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ","вул. Миколи Карнаухова, 25 А","Рівненська","27.12.2020 0:00:00","438","27.12.2020 8:57:44","230","14","14","5","600","22","22","8","300","10","10","6","0","0","0","0","0","0","0","45","0","12","156","0","3","0","6","0","0","10","6","0","0","5","1","32","0","0","0","37","1","3250","50","4300","100","380","100","96400","400","100","0","440","0","590","0","13200","500","690","10","0","0","0","0","240","0","22","12","1","1","1","739","207","24","330","207","22","0","0","0","0","0","156","0","0","0","68","12","3","","","0","12","","0","","3","0"
"453267","01999796","Комунальний заклад Сарненська центральна районна лікарня Сарненської районної ради","м. Сарни, вул. Ярослава Мудрого, буд.3","Рівненська","27.12.2020 0:00:00","439","27.12.2020 8:57:19","45","2","0","2","105","9","0","9","57","7","0","7","0","96","33","2","0","0","0","21","0","4","33","0","2","0","0","0","0","3","0","1","0","2","0","8","0","0","0","39","1","2220","50","3040","0","3139","0","99178","200","0","0","0","0","1208","0","9487","200","20","0","130","0","0","0","0","0","7","3","6","1","1","350","93","6","175","93","6","12","10","0","0","0","33","0","0","1","19","4","18","","","3","1","","0","","5","0"
"453148","01999907","Костопільська центральна районна лікарня Костопільської районної ради Рівненської області","м. Костопіль, вул. Степанська, 52 А","Рівненська","27.12.2020 0:00:00","440","27.12.2020 8:18:05","38","4","2","2","79","18","11","7","29","10","6","4","0","67","22","8","2","0","0","42","0","6","42","0","0","0","0","0","0","4","0","0","0","0","0","9","0","0","0","24","0","820","20","2820","50","970","30","90104","100","120","0","381","0","234","0","10143","200","120","3","0","0","0","0","21","2","1","1","0","1","0","190","67","6","120","67","6","0","0","0","0","0","42","2","0","0","23","6","2","","","1","0","","0","","3","0"
"453262","01981514","Комунальна організація (установа, заклад) Шосткинська центральна районна лікарня","вул. Щедріна, буд.1","Сумська","27.12.2020 0:00:00","441","27.12.2020 8:55:21","12","6","4","2","48","8","8","5","24","7","7","5","0","14","5","0","0","0","0","31","0","2","31","0","1","0","1","0","0","6","1","0","0","1","0","14","0","0","1","39","1","0","0","2359","31","905","0","41800","550","0","0","0","0","353","0","9900","150","529","4","137","0","0","0","2068","0","5","3","0","1","1","324","73","8","67","67","2","0","0","0","0","0","31","8","0","0","31","2","14","","","14","1","","0","","2","0"
"453338","02000334","Комунальна установа Сумська міська дитяча клінічна лікарня Святої Зінаїди","вул. Троїцька, 28","Сумська","27.12.2020 0:00:00","442","27.12.2020 9:20:19","20","4","4","4","68","8","4","4","0","0","0","0","0","103","25","6","1","0","0","2","0","0","2","0","3","0","0","0","0","5","0","0","0","1","0","23","0","0","0","9","1","0","0","5444","11","3295","3","3608","111","1650","0","764","0","1147","0","17465","102","619","2","134","0","0","0","304","10","6","2","0","1","1","230","65","6","115","65","6","115","0","115","0","0","2","17","2","0","0","0","19","","","0","0","","0","","9","3"
"453082","02007489","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІЛОПІЛЬСЬКОЇ РАЙОННОЇ РАДИ БІЛОПІЛЬСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","м. Білопілля, вул. Маяковського, буд. 27","Сумська","27.12.2020 0:00:00","443","27.12.2020 7:45:34","16","8","6","2","37","11","8","3","18","11","8","3","12","71","20","4","0","0","0","24","0","4","28","0","2","0","1","0","0","5","1","0","0","2","0","10","0","0","0","26","0","585","5","5330","40","765","5","27400","200","425","0","0","0","626","0","14100","100","408","1","0","0","0","0","48","0","4","4","0","1","1","145","46","8","40","40","4","0","0","0","0","0","28","9","0","0","23","4","9","","","8","0","","0","","5","0"
"453223","02007532","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ КОНОТОПСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ІМ. АКАДЕМІКА МИХАЙЛА ДАВИДОВА","вул. Миколи Амосова, буд. 5","Сумська","27.12.2020 0:00:00","444","27.12.2020 8:43:51","23","15","12","3","58","24","15","9","27","10","6","4","5","280","80","9","2","0","0","31","0","3","34","0","2","0","1","0","0","3","1","0","0","1","0","5","0","0","1","29","1","0","4","4450","108","1800","23","13000","889","0","0","0","0","298","4","8000","609","275","8","0","0","0","0","66","18","10","2","0","1","1","400","75","6","75","75","6","0","0","25","0","0","34","10","0","0","22","3","10","","","6","1","","0","","1","0"
"453588","01981477","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ  РОМЕНСЬКОЇ МІСЬКОЇ РАДИ","б-р Московський, буд.24","Сумська","27.12.2020 0:00:00","445","27.12.2020 10:52:28","67","25","25","15","236","36","36","19","134","27","25","15","7","157","14","71","1","0","0","33","0","2","35","0","0","0","1","0","0","5","1","0","0","0","1","10","0","0","1","45","1","1204","44","2517","25","3922","21","24534","142","775","0","200","0","305","0","22170","350","16","1","25","0","0","0","1210","0","9","3","0","1","1","295","60","5","60","60","5","0","0","50","50","5","35","9","0","0","16","2","9","","","5","2","","0","","3","0"
"453287","01981508","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТРОСТЯНЕЦЬКА МІСЬКА ЛІКАРНЯ ТРОСТЯНЕЦЬКОЇ МІСЬКОЇ РАДИ","м.Тростянець, вул.Нескучанська, буд.7","Сумська","27.12.2020 0:00:00","446","27.12.2020 9:03:50","51","5","4","2","125","6","6","4","69","3","3","3","29","92","12","2","0","0","0","11","0","0","11","0","3","0","0","0","0","8","0","0","0","0","0","14","0","0","0","12","0","219","0","2814","10","754","5","5700","100","0","0","169","0","451","0","6180","50","350","5","2914","0","0","0","173","0","4","2","0","1","1","170","53","3","35","35","3","0","0","0","0","0","11","1","0","0","11","0","1","","","1","0","","0","","0","0"
"453111","02007549","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КРОЛЕВЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КРОЛЕВЕЦЬКОЇ РАЙОННОЇ РАДИ","м. Кролевець, бульвар Шевченка, буд. 57","Сумська","27.12.2020 0:00:00","447","27.12.2020 8:04:40","23","4","4","2","139","15","15","6","77","8","8","7","0","10","5","0","0","0","0","19","0","4","23","0","4","0","0","0","0","3","0","0","0","1","0","10","0","0","0","44","1","53","0","4571","23","1102","2","34010","86","617","0","134","2","612","0","29208","124","76","0","26","0","0","0","654","0","4","2","0","1","0","140","70","6","70","70","6","0","0","0","0","0","23","12","0","0","23","4","12","","","12","0","","0","","2","1"
"453122","36897937","Комунальний заклад Сумської обласної ради Обласний перинатальний центр","вул. Санаторна, буд.3","Сумська","27.12.2020 0:00:00","448","27.12.2020 8:09:37","35","2","1","1","60","1","1","1","20","1","1","1","0","24","10","0","0","0","0","5","0","0","5","0","3","0","0","0","0","6","0","0","0","0","0","14","0","0","0","10","1","481","0","2224","0","886","0","7201","30","0","0","0","0","640","0","10462","30","1028","1","0","0","0","0","349","0","7","1","0","1","1","130","54","6","25","25","6","0","0","0","0","0","5","1","0","0","0","0","1","","","0","0","","0","","1","0"
"453167","05481004","КНП Сумської обласної ради «Медичний клінічний центр інфекційних хвороб та дерматології ім. З.Й.Красовицького»","Сумська обл., м. Суми, вул. ХХ років Перемоги, 15","Сумська","27.12.2020 0:00:00","449","27.12.2020 8:22:27","20","6","6","2","33","6","6","3","19","3","2","1","0","26","3","0","0","0","0","53","0","6","59","0","6","2","0","0","2","2","0","0","0","0","0","8","0","0","1","38","1","1455","5","10210","20","1301","3","17454","150","0","0","75","0","1841","2","47036","150","13","2","0","0","0","0","0","0","6","10","0","1","1","97","97","6","97","97","6","0","0","0","0","0","59","5","0","0","59","6","5","","","5","6","","0","","3","0"
"453543","02000435","Бережанська центральна районна комунальна лікарня","м. Бережани, вул. Степана Бандери, буд. 21","Тернопільська","27.12.2020 0:00:00","450","27.12.2020 10:31:50","16","4","3","1","36","8","4","4","30","8","4","4","0","34","3","0","0","0","0","12","0","3","15","0","1","0","0","0","0","3","0","1","0","0","0","5","0","0","0","40","0","2420","5","810","16","870","3","13800","165","600","56","85","0","53","8","11500","100","161","4","357","0","0","0","3068","0","5","2","0","1","1","185","46","6","80","46","6","20","0","10","8","6","15","0","0","0","9","3","1","","","0","0","","0","","0","0"
"453327","02000493","Борщівська центральна районна комунальна лікарня Тернопільської області","м. Борщів, вул. Степана Бандери, 108","Тернопільська","27.12.2020 0:00:00","451","27.12.2020 9:16:38","29","8","7","3","49","8","8","7","31","5","5","4","0","125","65","15","0","0","0","20","0","6","22","0","1","0","0","0","0","4","0","2","0","2","0","8","0","0","0","2","0","5675","32","8692","6","3675","7","6606","116","773","0","0","0","343","0","4352","132","794","0","73","0","0","0","1853","14","8","3","0","1","1","145","71","6","80","71","6","0","0","54","0","0","22","0","0","0","10","6","2","","","0","0","","0","","0","0"
"453595","02000547","Бучацька центральна комунальна районна лікарня","м.Бучач, вул. Генерала Шухевича, 48","Тернопільська","27.12.2020 0:00:00","452","27.12.2020 10:54:09","50","6","3","3","90","24","12","12","50","18","9","9","20","112","41","8","1","0","0","10","0","0","10","0","1","0","0","0","0","2","0","0","0","1","0","7","0","0","1","25","1","361","0","978","0","292","0","13000","0","10000","0","0","0","74","0","10070","0","8","0","0","0","0","0","692","0","4","3","0","1","1","230","75","6","75","75","6","0","0","35","0","6","10","2","0","0","10","0","2","","","1","0","","0","","2","0"
"453050","02000582","Гусятинська центральна комунальна районна лікарня","смт Гусятин, вул. Лепкого, буд.1","Тернопільська","27.12.2020 0:00:00","453","27.12.2020 0:33:35","58","21","11","10","140","42","21","21","68","21","15","6","5","88","10","0","0","0","0","9","0","2","11","0","2","0","0","0","0","1","0","0","0","0","1","2","0","0","0","29","0","60","0","50","0","280","0","200","0","0","0","0","0","0","0","600","0","90","0","4","0","0","0","234","0","5","4","0","1","1","180","111","8","100","100","6","0","0","80","0","0","11","0","0","0","11","2","0","","","0","0","","0","","1","0"
"453133","02000659","Заліщицька центральна комунальна районна лікарня","м. Заліщики, вул. Ст. Бандери, 86","Тернопільська","27.12.2020 0:00:00","454","27.12.2020 8:14:05","67","8","4","4","147","8","4","4","52","8","4","4","65","41","18","1","0","0","0","12","0","10","31","0","1","0","1","0","0","11","1","1","0","2","0","6","0","0","1","11","0","5870","0","15820","0","2428","0","15800","0","0","0","0","0","270","0","27150","0","438","0","19","0","0","0","8700","0","7","2","2","1","1","165","85","17","85","85","17","15","0","15","0","0","31","0","1","0","22","10","5","","","0","1","","0","","4","0"
"453515","02000792","КНП ""Козівська центральна районна лікарня Козівської районної ради""","47600, Тернопільська область, Козівський район, вул.Зелена, буд.19, смт.Козова","Тернопільська","27.12.2020 0:00:00","455","27.12.2020 10:22:16","50","28","26","2","100","54","48","6","80","26","22","4","4","2","1","1","0","0","0","10","0","5","20","0","0","0","0","0","0","5","0","1","0","1","0","5","0","0","0","32","0","1674","10","190","20","6330","10","3740","20","41","0","0","0","50","0","5700","100","64","2","1","0","0","0","1686","0","4","3","1","1","1","134","97","6","80","80","6","0","0","54","54","6","20","1","0","0","14","5","1","","","0","0","","0","","1","0"
"453597","36338715","Комунальна установа Монастириської районної ради Монастириське районне територіальне медичне об'єднання","м.Монастириська, вул.Шевченка, буд.29","Тернопільська","27.12.2020 0:00:00","456","27.12.2020 10:56:55","40","8","6","2","78","13","8","5","43","10","6","4","26","125","34","1","1","0","0","0","0","2","9","0","0","0","0","0","0","6","0","0","0","1","2","8","0","0","0","32","0","1249","0","2866","0","6796","0","9915","0","16","0","0","0","243","0","5900","0","118","0","97","0","0","0","0","0","4","1","1","1","1","90","61","6","80","61","6","0","0","0","0","0","9","0","0","0","2","2","1","","","1","0","","0","","1","0"
"453719","14030985","Комунальна установа Тернопільської обласної ради Тернопільський обласний медичний центр соціально небезпечних захворювань","вул. Тролейбусна, 14","Тернопільська","27.12.2020 0:00:00","457","27.12.2020 12:04:16","10","0","0","0","9","0","0","0","4","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","10","0","450","0","144","0","7610","0","0","0","0","0","28","0","19860","40","6","0","1","0","0","0","608","0","3","2","1","0","0","85","8","6","8","8","8","0","0","8","6","6","0","0","0","0","0","0","0","","","0","0","","0","","0","0"
"453400","02001328","Комунальна установа Тернопільської обласної ради Тернопільській обласний  протитуберкульозний диспансер","с.Великі Гаї, вул. Підлісна, 26 А","Тернопільська","27.12.2020 0:00:00","458","27.12.2020 9:37:54","21","5","3","2","36","8","4","4","11","8","4","4","30","15","13","0","0","0","0","0","0","7","18","0","0","0","1","0","0","5","1","0","0","0","0","11","0","0","0","71","0","40","0","2122","32","5784","32","3610","60","0","0","40","20","745","30","31120","90","700","5","7","0","0","0","4990","0","6","1","0","0","1","125","80","12","47","47","12","0","0","44","33","0","18","0","0","0","14","7","0","","","0","1","","0","","0","0"
"453683","04528442","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТЕРНОПІЛЬСЬКА МІСЬКА ДИТЯЧА КОМУНАЛЬНА ЛІКАРНЯ","вул. Клінічна, буд. 1-А","Тернопільська","27.12.2020 0:00:00","459","27.12.2020 11:35:36","18","6","4","2","53","13","8","5","46","9","5","4","10","50","17","0","0","0","0","5","0","0","5","0","4","0","0","0","0","3","0","1","0","1","0","12","0","0","0","7","0","100","0","2780","15","3150","20","98200","300","0","0","0","0","2320","0","1200","200","570","5","300","0","0","0","11900","40","6","10","0","1","1","200","47","6","56","41","6","56","0","60","6","0","5","2","5","0","2","0","2","","","0","0","","0","","2","0"
"453384","02001297","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТЕРНОПІЛЬСЬКА МІСЬКА КОМУНАЛЬНА ЛІКАРНЯ ШВИДКОЇ ДОПОМОГИ","вул. Шпитальна, буд. 2","Тернопільська","27.12.2020 0:00:00","460","27.12.2020 9:33:59","31","7","7","3","54","12","12","5","44","13","13","5","0","32","12","4","0","0","0","43","0","12","43","0","2","0","0","0","0","12","0","0","0","2","3","20","0","0","0","68","1","0","0","4600","50","1790","50","91500","300","0","0","0","0","100","0","22000","200","115","10","75","0","0","0","2540","30","10","8","2","1","1","215","119","14","135","119","12","0","0","80","0","0","43","1","0","0","35","12","1","","","0","0","","0","","0","0"
"453696","02001185","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМТВО ЧОРТКІВСЬКА ЦЕНТРАЛЬНА КОМУНАЛЬНА РАЙОННА ЛІКАРНЯ ЧОРТКІВСЬКОЇ РАЙОННОЇ РАДИ","м.Чортків, вул. Дмитра Пігута, буд. 31 Б","Тернопільська","27.12.2020 0:00:00","461","27.12.2020 11:46:13","30","7","5","2","114","11","6","5","38","9","5","4","0","125","92","2","0","0","0","17","0","1","25","0","6","1","0","0","1","6","0","1","0","0","4","8","0","0","0","30","1","1360","30","6600","30","2630","70","45750","250","300","10","228","0","585","50","26700","250","2155","10","945","5","0","0","23","64","10","3","0","1","1","327","103","8","124","103","10","17","0","50","10","0","25","1","0","0","15","1","1","","","0","1","","0","","0","1"
"453681","02001311","Комунальний заклад Тернопільської обласної ради Тернопільська університетська лікарня","вул. Клінічна, 1","Тернопільська","27.12.2020 0:00:00","462","27.12.2020 11:33:49","76","0","0","0","119","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","18","0","0","0","2","2","33","0","0","1","15","1","920","0","1477","0","370","0","9018","0","0","0","0","0","117","0","17500","0","47","3","213","7","9","0","11140","0","35","0","0","1","1","535","89","27","86","86","9","0","0","114","48","6","1","0","0","0","0","1","0","","","0","0","","0","","0","0"
